DirectoryName (1)	Name	BaseName	CleanName	Has_Numbers				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\178 - enlarged, rotated	t_.jpg	t_		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\178 - enlarged, rotated	t_c.jpg	t_c		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\178 - enlarged, rotated	t_m.jpg	t_m		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\178 - enlarged, rotated	t_o.jpg	t_o		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\178 - enlarged, rotated	uesda.jpg	uesda		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\178 - enlarged, rotated	ugh.jpg	ugh		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\178 - enlarged, rotated	ught.jpg	ught		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\178 - enlarged, rotated	ully.jpg	ully		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\178 - enlarged, rotated	ur_.jpg	ur_		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\178 - enlarged, rotated	ust_.jpg	ust_		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\178 - enlarged, rotated	ut.jpg	ut		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\178 - enlarged, rotated	u_t (2).jpg	u_t (2)		1				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\178 - enlarged, rotated	u_t.jpg	u_t		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\178 - enlarged, rotated	u_to.jpg	u_to		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\178 - enlarged, rotated	yo.jpg	yo		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\178 - enlarged, rotated	you (2).jpg	you (2)		1				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\178 - enlarged, rotated	you (3).jpg	you (3)		1				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\178 - enlarged, rotated	you (4).jpg	you (4)		1				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\178 - enlarged, rotated	you.jpg	you		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\178 - enlarged, rotated	your.jpg	your		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\178 - enlarged, rotated	y_.jpg	y_		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\178 - enlarged, rotated	y_in.jpg	y_in		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\178 - enlarged, rotated	_a.jpg	_a		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\178 - enlarged, rotated	_affe.jpg	_affe		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\178 - enlarged, rotated	_aga.jpg	_aga		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\178 - enlarged, rotated	_app.jpg	_app		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\178 - enlarged, rotated	_as_.jpg	_as_		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\178 - enlarged, rotated	_beg (2).jpg	_beg (2)		1				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\178 - enlarged, rotated	_beg (3).jpg	_beg (3)		1				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\178 - enlarged, rotated	_beg (4).jpg	_beg (4)		1				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\178 - enlarged, rotated	_beg.jpg	_beg		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\178 - enlarged, rotated	_ch.jpg	_ch		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\178 - enlarged, rotated	_de.jpg	_de		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\178 - enlarged, rotated	_dr.jpg	_dr		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\178 - enlarged, rotated	_E.jpg	_E		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\178 - enlarged, rotated	_ge.jpg	_ge		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\178 - enlarged, rotated	_he (2).jpg	_he (2)		1				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\178 - enlarged, rotated	_he.jpg	_he		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\178 - enlarged, rotated	_he_.jpg	_he_		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\178 - enlarged, rotated	_m (2).jpg	_m (2)		1				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\178 - enlarged, rotated	_m (3).jpg	_m (3)		1				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\178 - enlarged, rotated	_m.jpg	_m		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\178 - enlarged, rotated	_my.jpg	_my		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\178 - enlarged, rotated	_of.jpg	_of		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\178 - enlarged, rotated	_of_.jpg	_of_		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\178 - enlarged, rotated	_op.jpg	_op		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\178 - enlarged, rotated	_or.jpg	_or		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\178 - enlarged, rotated	_pr.jpg	_pr		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\178 - enlarged, rotated	_ri.jpg	_ri		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\178 - enlarged, rotated	_S.jpg	_S		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\178 - enlarged, rotated	_see.jpg	_see		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\178 - enlarged, rotated	_sp.jpg	_sp		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\178 - enlarged, rotated	_spa.jpg	_spa		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\178 - enlarged, rotated	_th (2).jpg	_th (2)		1				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\178 - enlarged, rotated	_th.jpg	_th		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\178 - enlarged, rotated	_the.jpg	_the		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\178 - enlarged, rotated	_to (2).jpg	_to (2)		1				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\178 - enlarged, rotated	_to (3).jpg	_to (3)		1				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\178 - enlarged, rotated	_to.jpg	_to		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\178 - enlarged, rotated	_to_ (2).jpg	_to_ (2)		1				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\178 - enlarged, rotated	_to_ (3).jpg	_to_ (3)		1				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\178 - enlarged, rotated	_to_.jpg	_to_		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\178 - enlarged, rotated	_to_s.jpg	_to_s		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\178 - enlarged, rotated	_yo (2).jpg	_yo (2)		1				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\178 - enlarged, rotated	_yo.jpg	_yo		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\205	._.jpg	._		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\205	._Al.jpg	._Al		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\205	._Ar.jpg	._Ar		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\205	._p.jpg	._p		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\205	._S.jpg	._S		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\205	._Th.jpg	._Th		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\205	15th (2).jpg	15th (2)		1				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\205	15th.jpg	15th		1				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\205	2.jpg	2		1				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\205	23.jpg	23		1				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\205	23rd (2).jpg	23rd (2)		1				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\205	23rd.jpg	23rd		1				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\205	all.jpg	all		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\205	all_.jpg	all_		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\205	Also.jpg	Also		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\205	and.jpg	and		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\205	ange.jpg	ange		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\205	aper.jpg	aper		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\205	Arr.jpg	Arr		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\205	as.jpg	as		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\205	as_g.jpg	as_g		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\205	At_.jpg	At_		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\205	At_h (2).jpg	At_h (2)		1				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\205	At_h (3).jpg	At_h (3)		1				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\205	At_h.jpg	At_h		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\205	au.jpg	au		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\205	ay..jpg	ay.		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\205	ay_2.jpg	ay_2		1				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\205	a_.jpg	a_		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\205	a_u.jpg	a_u		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\205	ber_184.jpg	ber_184		1				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\205	bette.jpg	bette		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\205	boo.jpg	boo		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\205	bus.jpg	bus		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\205	buy.jpg	buy		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\205	buyi.jpg	buyi		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\205	cern.jpg	cern		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\205	cil_.jpg	cil_		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\205	conce.jpg	conce		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\205	d_a.jpg	d_a		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\205	d_t.jpg	d_t		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\205	e (2).jpg	e (2)		1				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\205	e.jpg	e		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\205	e._A.jpg	e._A		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\205	efs.jpg	efs		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\205	eing.jpg	eing		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\205	eir_.jpg	eir_		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\205	Em (2).jpg	Em (2)		1				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\205	em.jpg	em		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\205	Emm.jpg	Emm		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\205	ent (2).jpg	ent (2)		1				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\205	ent.jpg	ent		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\205	entl.jpg	entl		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\205	eph.jpg	eph		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\205	er._.jpg	er._		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\205	ere.jpg	ere		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\205	erfe.jpg	erfe		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\205	ernin.jpg	ernin		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\205	er_.jpg	er_		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\205	etly.jpg	etly		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\205	etter.jpg	etter		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\205	e_.jpg	e_		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\205	e_b.jpg	e_b		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\205	e_re.jpg	e_re		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\205	e_st.jpg	e_st		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\205	fectly.jpg	fectly		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\205	Fr.jpg	Fr		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\205	Fri.jpg	Fri		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\205	Frid (2).jpg	Frid (2)		1				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\205	Frid.jpg	Frid		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\205	fs_.jpg	fs_		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\205	goi.jpg	goi		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\205	g_on.jpg	g_on		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\205	g_w.jpg	g_w		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\205	he (2).jpg	he (2)		1				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\205	he.jpg	he		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\205	heir.jpg	heir		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\205	hem.jpg	hem		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\205	her.jpg	her		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\205	he_.jpg	he_		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\205	he_s.jpg	he_s		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\205	hom (2).jpg	hom (2)		1				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\205	hom (3).jpg	hom (3)		1				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\205	hom.jpg	hom		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\205	home.jpg	home		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\205	h_co.jpg	h_co		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\205	h_wi.jpg	h_wi		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\205	ich.jpg	ich		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\205	ich_.jpg	ich_		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\205	iday.jpg	iday		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\205	ident.jpg	ident		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\205	il_w.jpg	il_w		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\205	in.jpg	in		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\205	ing.jpg	ing		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\205	ing_ (2).jpg	ing_ (2)		1				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\205	ing_.jpg	ing_		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\205	ing_m.jpg	ing_m		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\205	ing_p.jpg	ing_p		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\205	In_.jpg	In_		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\205	In_o.jpg	In_o		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\205	is (2).jpg	is (2)		1				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\205	is.jpg	is		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\205	ith (2).jpg	ith (2)		1				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\205	ith.jpg	ith		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\205	ith_ (2).jpg	ith_ (2)		1				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\205	ith_.jpg	ith_		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\205	Josep.jpg	Josep		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\205	ks._.jpg	ks._		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\205	ks_.jpg	ks_		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\205	ll_d.jpg	ll_d		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\205	ly_p.jpg	ly_p		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\205	ma.jpg	ma		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\205	mber_1.jpg	mber_1		1				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\205	me..jpg	me.		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\205	mic.jpg	mic		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\205	mm.jpg	mm		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\205	move.jpg	move		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\205	m_a.jpg	m_a		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\205	n._.jpg	n._		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\205	ncil.jpg	ncil		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\205	nd_.jpg	nd_		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\205	nefs.jpg	nefs		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\205	ner.jpg	ner		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\205	ngeing.jpg	ngeing		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\205	ng_o.jpg	ng_o		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\205	ng_pa.jpg	ng_pa		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\205	ning.jpg	ning		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\205	ntly.jpg	ntly		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\205	nt_.jpg	nt_		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\205	oing.jpg	oing		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\205	oks.jpg	oks		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\205	ome (2).jpg	ome (2)		1				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\205	ome (3).jpg	ome (3)		1				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\205	ome (4).jpg	ome (4)		1				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\205	ome.jpg	ome		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\205	on..jpg	on.		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\205	ooks.jpg	ooks		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\205	ork.jpg	ork		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\205	over.jpg	over		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\205	ovin.jpg	ovin		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\205	p.jpg	p		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\205	pape.jpg	pape		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\205	pe.jpg	pe		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\205	perf.jpg	perf		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\205	ph_.jpg	ph_		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\205	pre.jpg	pre		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\205	pres (2).jpg	pres (2)		1				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\205	pres.jpg	pres		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\205	ptem.jpg	ptem		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\205	rang.jpg	rang		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\205	re.jpg	re		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\205	Rem.jpg	Rem		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\205	rfect.jpg	rfect		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\205	riday (2).jpg	riday (2)		1				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\205	riday.jpg	riday		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\205	rks..jpg	rks.		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\205	rm.jpg	rm		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\205	rran.jpg	rran		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\205	r_1842.jpg	r_1842		1				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\205	r_th.jpg	r_th		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\205	r_w.jpg	r_w		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\205	s._.jpg	s._		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\205	sep.jpg	sep		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\205	Sept.jpg	Sept		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\205	Septe.jpg	Septe		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\205	sin.jpg	sin		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\205	sine.jpg	sine		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\205	So.jpg	So		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\205	Som.jpg	Som		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\205	stove (2).jpg	stove (2)		1				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\205	stove.jpg	stove		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\205	tember.jpg	tember		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\205	th.In.jpg	th.In		0				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\205	the (2).jpg	the (2)		1				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\205	The (3).jpg	The (3)		1				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\205	the (4).jpg	the (4)		1				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\205	the (5).jpg	the (5)		1				,,,,,
C:\Users\grant\Repos\Cursive-OCR-for-Geneology\dataset\205	the.jpg	the		0				,,,,,
